986,2,1,0,0.0,-21.5204,-49.0642,0.5305,0.0,0.0,1.1557,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
987,2,1,0,0.01,-21.4767,-48.965,0.5305,0.0,0.0,1.1557,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
988,2,1,0,0.02,-21.433,-48.8659,0.5305,0.0,0.0,1.1557,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
989,2,1,0,0.03,-21.3893,-48.7668,0.5305,0.0,0.0,1.1557,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
990,2,1,0,0.04,-21.3456,-48.6676,0.5305,0.0,0.0,1.1557,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
991,2,1,0,0.05,-21.3019,-48.5685,0.5305,0.0,0.0,1.1557,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
992,2,1,0,0.06,-21.2582,-48.4693,0.5305,0.0,0.0,1.1557,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
993,2,1,0,0.07,-21.2146,-48.3702,0.5305,0.0,0.0,1.1557,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
994,2,1,0,0.08,-21.1709,-48.2711,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
995,2,1,0,0.09,-21.1272,-48.1719,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
996,2,1,0,0.1,-21.0835,-48.0728,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
997,2,1,0,0.11,-21.0398,-47.9737,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
998,2,1,0,0.12,-20.9962,-47.8745,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
999,2,1,0,0.13,-20.9525,-47.7754,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1000,2,1,0,0.14,-20.9088,-47.6763,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1001,2,1,0,0.15,-20.8651,-47.5771,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1002,2,1,0,0.16,-20.8214,-47.478,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1003,2,1,0,0.17,-20.7778,-47.3788,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1004,2,1,0,0.18,-20.7341,-47.2797,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1005,2,1,0,0.19,-20.6904,-47.1806,0.5305,0.0,0.0,1.1558,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1006,2,1,0,0.2,-20.6467,-47.0814,0.5305,0.0,0.0,1.1559,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1007,2,1,0,0.21,-20.6031,-46.9823,0.5305,0.0,0.0,1.1559,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1008,2,1,0,0.22,-20.5594,-46.8831,0.5305,0.0,0.0,1.1559,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1009,2,1,0,0.23,-20.5157,-46.784,0.5305,0.0,0.0,1.1559,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1010,2,1,0,0.24,-20.4721,-46.6849,0.5305,0.0,0.0,1.1559,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
1011,2,1,0,0.25,-20.4284,-46.5857,0.5305,0.0,0.0,1.1559,10.8333,0.0,0.0,0.0,0.0,0.0,0.87,1
