CASEID,PARTID,VARIATIONID,TIME,POSX,POSY,POSZ,POSPHI,POSTHETA,POSPSI,VX,VY,VZ,AX,AY,AZ,MUE,REC
1,1,0,0.157,-79.6876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.158,-79.6709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.159,-79.6543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.16,-79.6376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.161,-79.6209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.162,-79.6043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.163,-79.5876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.164,-79.5709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.165,-79.5543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.166,-79.5376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.167,-79.5209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.168,-79.5043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.169,-79.4876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.17,-79.4709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.171,-79.4543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.172,-79.4376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.173,-79.4209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.174,-79.4043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.175,-79.3876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.176,-79.3709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.177,-79.3543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.178,-79.3376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.179,-79.3209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.18,-79.3043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.181,-79.2876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.182,-79.2709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.183,-79.2543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.184,-79.2376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.185,-79.2209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.186,-79.2043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.187,-79.1876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.188,-79.1709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.189,-79.1543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.19,-79.1376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.191,-79.1209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.192,-79.1043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.193,-79.0876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.194,-79.0709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.195,-79.0543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.196,-79.0376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.197,-79.0209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.198,-79.0043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.199,-78.9876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.2,-78.9709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.201,-78.9543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.202,-78.9376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.203,-78.9209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.204,-78.9043,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.205,-78.8876,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.206,-78.8709,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.207,-78.8543,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.208,-78.8376,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
1,1,0,0.209,-78.8209,0,0.714,0,0,0,16.66666667,0,0,0,0,0,0.92,1
