CASEID,PARTID,VARIATION,TIME,POSX,POSY,POSZ,POSPHI,POSTHETA,POSPSI,VX,VY,VZ,AX,AY,AZ,MUE,REC
1,2,0,3.23,-23.1056,14.6673,0.5303,-0.0007,0.0,-0.5252,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.24,-22.9824,14.5958,0.5303,-0.0007,0.0,-0.5252,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.25,-22.8591,14.5244,0.5303,-0.0007,0.0,-0.5252,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.26,-22.7358,14.453,0.5303,-0.0007,0.0,-0.5252,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.27,-22.6126,14.3815,0.5303,-0.0007,0.0,-0.5253,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.28,-22.4893,14.3101,0.5303,-0.0007,0.0,-0.5253,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.29,-22.3661,14.2386,0.5303,-0.0007,0.0,-0.5253,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.3,-22.2428,14.1671,0.5303,-0.0007,0.0,-0.5254,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.31,-22.1196,14.0957,0.5303,-0.0007,0.0,-0.5254,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.32,-21.9963,14.0242,0.5303,-0.0007,0.0,-0.5254,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.33,-21.8731,13.9527,0.5303,-0.0007,0.0,-0.5255,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.34,-21.7498,13.8813,0.5303,-0.0007,0.0,-0.5255,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.35,-21.6266,13.8098,0.5303,-0.0007,0.0,-0.5255,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.36,-21.5033,13.7383,0.5303,-0.0007,0.0,-0.5255,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.37,-21.3801,13.6668,0.5303,-0.0007,0.0,-0.5256,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.38,-21.2568,13.5953,0.5303,-0.0007,0.0,-0.5256,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.39,-21.1336,13.5238,0.5303,-0.0007,0.0,-0.5256,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.4,-21.0104,13.4523,0.5303,-0.0007,0.0,-0.5257,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.41,-20.8871,13.3808,0.5303,-0.0007,0.0,-0.5257,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.42,-20.7639,13.3093,0.5303,-0.0007,0.0,-0.5257,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.43,-20.6407,13.2378,0.5303,-0.0007,0.0,-0.5258,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.44,-20.5175,13.1663,0.5303,-0.0007,0.0,-0.5258,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.45,-20.3942,13.0948,0.5303,-0.0007,0.0,-0.5258,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.46,-20.271,13.0233,0.5303,-0.0007,0.0,-0.5259,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.47,-20.1478,12.9517,0.5303,-0.0007,0.0,-0.5259,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.48,-20.0246,12.8802,0.5303,-0.0007,0.0,-0.5259,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.49,-19.9014,12.8087,0.5303,-0.0007,0.0,-0.526,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.5,-19.7782,12.7371,0.5303,-0.0007,0.0,-0.526,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.51,-19.655,12.6656,0.5303,-0.0007,0.0,-0.526,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.52,-19.5318,12.594,0.5303,-0.0007,0.0,-0.5261,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.53,-19.4086,12.5225,0.5303,-0.0007,0.0,-0.5261,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.54,-19.2854,12.4509,0.5303,-0.0007,0.0,-0.5261,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.55,-19.1622,12.3794,0.5303,-0.0007,0.0,-0.5262,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.56,-19.039,12.3078,0.5303,-0.0007,0.0,-0.5262,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.57,-18.9158,12.2362,0.5303,-0.0007,0.0,-0.5263,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.58,-18.7926,12.1647,0.5303,-0.0007,0.0,-0.5263,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.59,-18.6694,12.0931,0.5303,-0.0007,0.0,-0.5263,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.6,-18.5462,12.0215,0.5303,-0.0007,0.0,-0.5264,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.61,-18.423,11.9499,0.5303,-0.0008,0.0,-0.5264,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.62,-18.2999,11.8783,0.5303,-0.0008,0.0,-0.5264,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.63,-18.1767,11.8067,0.5303,-0.0008,0.0,-0.5265,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.64,-18.0535,11.7351,0.5303,-0.0008,0.0,-0.5265,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.65,-17.9303,11.6635,0.5303,-0.0008,0.0,-0.5265,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.66,-17.8072,11.5919,0.5303,-0.0008,0.0,-0.5266,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.67,-17.684,11.5203,0.5303,-0.0008,0.0,-0.5266,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.68,-17.5608,11.4487,0.5303,-0.0008,0.0,-0.5267,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.69,-17.4377,11.3771,0.5303,-0.0008,0.0,-0.5267,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.7,-17.3145,11.3054,0.5303,-0.0008,0.0,-0.5267,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.71,-17.1914,11.2338,0.5303,-0.0008,0.0,-0.5268,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.72,-17.0682,11.1622,0.5303,-0.0008,0.0,-0.5268,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.73,-16.9451,11.0905,0.5303,-0.0008,0.0,-0.5269,14.2472,-0.0007,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.74,-16.8219,11.0189,0.5303,-0.0008,0.0,-0.5269,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.75,-16.6988,10.9472,0.5303,-0.0008,0.0,-0.5269,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.76,-16.5756,10.8756,0.5303,-0.0008,0.0,-0.527,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.77,-16.4525,10.8039,0.5303,-0.0008,0.0,-0.527,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.78,-16.3294,10.7322,0.5303,-0.0008,0.0,-0.5271,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.79,-16.2062,10.6606,0.5303,-0.0009,0.0,-0.5271,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.8,-16.0831,10.5889,0.5303,-0.0009,0.0,-0.5271,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.81,-15.96,10.5172,0.5303,-0.0009,0.0,-0.5272,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.82,-15.8369,10.4455,0.5303,-0.0009,0.0,-0.5272,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.83,-15.7137,10.3738,0.5303,-0.0009,0.0,-0.5273,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.84,-15.5906,10.3021,0.5303,-0.0009,0.0,-0.5273,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.85,-15.4675,10.2304,0.5303,-0.0009,0.0,-0.5273,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.86,-15.3444,10.1587,0.5303,-0.0009,0.0,-0.5274,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.87,-15.2213,10.087,0.5303,-0.0009,0.0,-0.5274,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.88,-15.0982,10.0153,0.5303,-0.0009,0.0,-0.5275,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.89,-14.9751,9.9436,0.5303,-0.0009,0.0,-0.5275,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.9,-14.852,9.8718,0.5303,-0.0009,0.0,-0.5276,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.91,-14.7289,9.8001,0.5303,-0.0009,0.0,-0.5276,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.92,-14.6058,9.7283,0.5303,-0.0009,0.0,-0.5277,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.93,-14.4827,9.6566,0.5303,-0.0009,0.0,-0.5277,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.94,-14.3596,9.5848,0.5303,-0.0009,0.0,-0.5277,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.95,-14.2366,9.5131,0.5303,-0.001,0.0,-0.5278,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.96,-14.1135,9.4413,0.5303,-0.001,0.0,-0.5278,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.97,-13.9904,9.3695,0.5303,-0.001,0.0,-0.5279,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.98,-13.8673,9.2978,0.5303,-0.001,0.0,-0.5279,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,3.99,-13.7443,9.226,0.5303,-0.001,0.0,-0.528,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.0,-13.6212,9.1542,0.5303,-0.001,0.0,-0.528,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.01,-13.4981,9.0824,0.5303,-0.001,0.0,-0.5281,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.02,-13.3751,9.0106,0.5303,-0.001,0.0,-0.5281,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.03,-13.252,8.9388,0.5303,-0.001,0.0,-0.5282,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.04,-13.129,8.867,0.5303,-0.001,0.0,-0.5282,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.05,-13.0059,8.7952,0.5303,-0.001,0.0,-0.5283,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.06,-12.8829,8.7234,0.5303,-0.001,0.0,-0.5283,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.07,-12.7598,8.6515,0.5303,-0.001,0.0,-0.5284,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.08,-12.6368,8.5797,0.5303,-0.001,0.0,-0.5284,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.09,-12.5138,8.5078,0.5303,-0.0011,0.0,-0.5285,14.2472,-0.0009,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.1,-12.3907,8.436,0.5303,-0.0011,0.0,-0.5285,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.11,-12.2677,8.3641,0.5303,-0.0011,0.0,-0.5286,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.12,-12.1447,8.2923,0.5303,-0.0011,0.0,-0.5286,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.13,-12.0217,8.2204,0.5303,-0.0011,0.0,-0.5287,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.14,-11.8987,8.1485,0.5303,-0.0011,0.0,-0.5287,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.15,-11.7757,8.0767,0.5303,-0.0011,0.0,-0.5288,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.16,-11.6527,8.0048,0.5303,-0.0011,0.0,-0.5288,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.17,-11.5297,7.9329,0.5303,-0.0011,0.0,-0.5289,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.18,-11.4067,7.861,0.5303,-0.0011,0.0,-0.5289,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.19,-11.2837,7.7891,0.5303,-0.0011,0.0,-0.529,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.2,-11.1607,7.7172,0.5303,-0.0011,0.0,-0.529,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.21,-11.0377,7.6452,0.5303,-0.0011,0.0,-0.5291,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.22,-10.9147,7.5733,0.5303,-0.0012,0.0,-0.5292,14.2472,-0.0011,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.23,-10.7917,7.5014,0.5303,-0.0012,0.0,-0.5292,14.2472,-0.0011,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.24,-10.6687,7.4294,0.5303,-0.0012,0.0,-0.5293,14.2472,-0.0011,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.25,-10.5458,7.3575,0.5303,-0.0012,0.0,-0.5293,14.2472,-0.0011,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.26,-10.4228,7.2855,0.5303,-0.0012,0.0,-0.5294,14.2472,-0.0011,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.27,-10.2999,7.2136,0.5303,-0.0012,0.0,-0.5294,14.2472,-0.0011,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.28,-10.1769,7.1416,0.5303,-0.0012,0.0,-0.5295,14.2472,-0.0011,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.29,-10.0539,7.0696,0.5303,-0.0012,0.0,-0.5296,14.2472,-0.0011,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.3,-9.931,6.9976,0.5303,-0.0012,0.0,-0.5296,14.2472,-0.0011,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.31,-9.808,6.9256,0.5303,-0.0012,0.0,-0.5297,14.2472,-0.0011,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.32,-9.6851,6.8536,0.5303,-0.0012,0.0,-0.5297,14.2472,-0.0011,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.33,-9.5622,6.7816,0.5303,-0.0013,0.0,-0.5298,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.34,-9.4392,6.7096,0.5303,-0.0013,0.0,-0.5299,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.35,-9.3163,6.6376,0.5303,-0.0013,0.0,-0.5299,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.36,-9.1934,6.5656,0.5303,-0.0013,0.0,-0.53,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.37,-9.0705,6.4935,0.5303,-0.0013,0.0,-0.53,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.38,-8.9476,6.4215,0.5303,-0.0013,0.0,-0.5301,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.39,-8.8246,6.3494,0.5303,-0.0013,0.0,-0.5302,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.4,-8.7017,6.2774,0.5303,-0.0013,0.0,-0.5302,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.41,-8.5788,6.2053,0.5303,-0.0013,0.0,-0.5303,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.42,-8.456,6.1332,0.5303,-0.0013,0.0,-0.5304,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.43,-8.3331,6.0611,0.5303,-0.0013,0.0,-0.5304,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.44,-8.2102,5.989,0.5303,-0.0014,0.0,-0.5305,14.2472,-0.0013,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.45,-8.0873,5.9169,0.5303,-0.0014,0.0,-0.5306,14.2472,-0.0013,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.46,-7.9644,5.8448,0.5303,-0.0014,0.0,-0.5306,14.2472,-0.0013,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.47,-7.8415,5.7727,0.5303,-0.0014,0.0,-0.5307,14.2472,-0.0013,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.48,-7.7187,5.7006,0.5303,-0.0014,0.0,-0.5308,14.2472,-0.0013,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.49,-7.5958,5.6284,0.5303,-0.0014,0.0,-0.5308,14.2472,-0.0013,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.5,-7.473,5.5563,0.5303,-0.0014,0.0,-0.5309,14.2472,-0.0012,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.51,-7.3501,5.4841,0.5303,-0.0014,0.0,-0.531,14.2472,-0.001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.52,-7.2273,5.412,0.5303,-0.0014,0.0,-0.531,14.2472,-0.0008,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.53,-7.1044,5.3398,0.5303,-0.0014,0.0,-0.5311,14.2472,-0.0005,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.54,-6.9816,5.2677,0.5303,-0.0014,0.0,-0.5312,14.2472,-0.0003,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.55,-6.8587,5.1955,0.5303,-0.0014,0.0,-0.5312,14.2472,-0.0001,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.56,-6.7359,5.1233,0.5303,-0.0014,0.0,-0.5313,14.2472,0.0,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.57,-6.6131,5.0511,0.5303,-0.0014,0.0,-0.5313,14.2472,0.0002,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.58,-6.4902,4.9789,0.5303,-0.0014,0.0,-0.5314,14.2472,0.0003,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.59,-6.3674,4.9067,0.5303,-0.0014,0.0,-0.5314,14.2472,0.0004,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.6,-6.2446,4.8345,0.5303,-0.0014,0.0,-0.5315,14.2472,0.0004,0.0,0.0,0.0,0.0,0.8518,1
1,2,0,4.61,-6.1218,4.7623,0.5303,-0.0014,0.0,-0.5315,14.2443,0.0005,0.0,-0.5828,-0.0597,-0.0001,0.8518,1
1,2,0,4.62,-5.999,4.6901,0.5303,-0.0013,0.0,-0.5316,14.2384,0.0006,0.0,-1.7482,-0.0565,-0.0001,0.8518,1
1,2,0,4.63,-5.8765,4.6181,0.5303,-0.0013,0.0001,-0.5316,14.2124,0.0006,-0.0001,-2.43,-0.0539,-0.0144,0.8518,1
1,2,0,4.64,-5.7541,4.5462,0.5302,-0.0013,0.0003,-0.5317,14.1851,0.0007,-0.0004,-2.7999,-0.0521,-0.0296,0.8518,1
1,2,0,4.65,-5.632,4.4743,0.5302,-0.0013,0.0005,-0.5317,14.1567,0.0007,-0.0007,-2.8579,-0.0509,-0.0457,0.8518,1
1,2,0,4.66,-5.5102,4.4027,0.5302,-0.0013,0.0009,-0.5317,14.128,0.0007,-0.0013,-2.8647,-0.0498,-0.0597,0.8518,1
1,2,0,4.67,-5.3886,4.3312,0.5302,-0.0012,0.0012,-0.5318,14.0994,0.0007,-0.002,-2.8691,-0.0486,-0.0726,0.8518,1
1,2,0,4.68,-5.2672,4.2598,0.5302,-0.0012,0.0017,-0.5318,14.0706,0.0007,-0.0027,-2.8711,-0.0475,-0.0842,0.8518,1
1,2,0,4.69,-5.1462,4.1886,0.5302,-0.0012,0.0022,-0.5318,14.0419,0.0007,-0.0036,-2.8726,-0.0463,-0.0934,0.8518,1
1,2,0,4.7,-5.0254,4.1175,0.5301,-0.0012,0.0027,-0.5319,14.0131,0.0007,-0.0045,-2.874,-0.0451,-0.1012,0.8518,1
1,2,0,4.71,-4.9047,4.0465,0.5301,-0.0011,0.0032,-0.5319,13.9844,0.0007,-0.0055,-2.8753,-0.0439,-0.1079,0.8518,1
1,2,0,4.72,-4.7844,3.9757,0.53,-0.0011,0.0038,-0.5319,13.9556,0.0006,-0.0065,-2.8766,-0.0428,-0.112,0.8518,1
1,2,0,4.73,-4.6643,3.905,0.5299,-0.0011,0.0044,-0.532,13.9268,0.0006,-0.0075,-2.8778,-0.0416,-0.1151,0.8518,1
1,2,0,4.74,-4.5444,3.8345,0.5298,-0.001,0.005,-0.532,13.8979,0.0006,-0.0085,-2.879,-0.0404,-0.1169,0.8518,1
1,2,0,4.75,-4.4249,3.7641,0.5297,-0.001,0.0056,-0.532,13.8691,0.0005,-0.0095,-2.8802,-0.0393,-0.1167,0.8518,1
1,2,0,4.76,-4.3056,3.6939,0.5296,-0.001,0.0062,-0.532,13.8402,0.0005,-0.0105,-2.8813,-0.0381,-0.1155,0.8518,1
1,2,0,4.77,-4.1864,3.6237,0.5295,-0.001,0.0069,-0.5321,13.8113,0.0005,-0.0115,-2.8823,-0.037,-0.1133,0.8518,1
1,2,0,4.78,-4.0676,3.5538,0.5294,-0.0009,0.0075,-0.5321,13.7824,0.0004,-0.0124,-2.8833,-0.0359,-0.1094,0.8518,1
1,2,0,4.79,-3.949,3.484,0.5293,-0.0009,0.0081,-0.5321,13.7535,0.0004,-0.0132,-2.8842,-0.0349,-0.1048,0.8518,1
1,2,0,4.8,-3.8306,3.4143,0.5291,-0.0009,0.0087,-0.5321,13.7246,0.0003,-0.014,-2.8851,-0.0338,-0.0995,0.8518,1
1,2,0,4.81,-3.7126,3.3448,0.529,-0.0008,0.0092,-0.5321,13.6957,0.0003,-0.0146,-2.886,-0.0328,-0.093,0.8518,1
1,2,0,4.82,-3.5948,3.2755,0.5288,-0.0008,0.0098,-0.5322,13.6607,0.0003,-0.0152,-3.5977,-0.0308,-0.0946,0.8518,1
1,2,0,4.83,-3.4772,3.2062,0.5287,-0.0008,0.0104,-0.5322,13.6197,0.0002,-0.0158,-5.0202,-0.0279,-0.1057,0.8518,1
1,2,0,4.84,-3.3603,3.1374,0.5285,-0.0008,0.011,-0.5322,13.5648,0.0002,-0.0164,-5.4053,-0.0265,-0.1183,0.8518,1
1,2,0,4.85,-3.2438,3.0688,0.5284,-0.0007,0.0117,-0.5322,13.5089,0.0002,-0.017,-5.6311,-0.0254,-0.1297,0.8518,1
1,2,0,4.86,-3.1276,3.0004,0.5282,-0.0007,0.0124,-0.5322,13.452,0.0002,-0.0177,-5.6976,-0.0246,-0.1396,0.8518,1
1,2,0,4.87,-3.0122,2.9324,0.528,-0.0007,0.0132,-0.5323,13.3947,0.0002,-0.0184,-5.7108,-0.0239,-0.1469,0.8518,1
1,2,0,4.88,-2.8971,2.8646,0.5278,-0.0006,0.014,-0.5323,13.3374,0.0002,-0.0191,-5.7191,-0.0233,-0.1531,0.8518,1
1,2,0,4.89,-2.7825,2.7971,0.5276,-0.0006,0.0148,-0.5323,13.28,0.0002,-0.0199,-5.7225,-0.0226,-0.1581,0.8518,1
1,2,0,4.9,-2.6685,2.73,0.5274,-0.0006,0.0156,-0.5323,13.2226,0.0002,-0.0206,-5.7243,-0.0219,-0.1609,0.8518,1
1,2,0,4.91,-2.5549,2.6631,0.5272,-0.0006,0.0165,-0.5323,13.1652,0.0002,-0.0213,-5.726,-0.0213,-0.1627,0.8518,1
1,2,0,4.916,-2.487,2.6231,0.5271,-0.0005,0.017,-0.5323,13.1307,0.0002,-0.0217,-5.7269,-0.0209,-0.1631,0.8518,1
